group,model,features,adapt,tau,n_trades,trade_share,mean_R,t,win_rate,avg_win_R,avg_loss_R,pf,total_R,max_dd_R,worst_R,max_loss_streak,cvar10_R
CPI,ridge,PRICE+VOLRISK,expanding,0.2,17,0.265625,-0.3180381156862785,-3.258481576449577,0.17647058823529413,0.26109198888888036,-0.44213742380952686,0.1265404833892416,-5.406647966666735,5.771819050000052,-1.0,7.0,-1.0
CPI,ridge,PRICE+VOLRISK,expanding,0.3,8,0.125,-0.2971080166666695,-1.6647774780332596,0.25,0.3494808999999843,-0.5126376555555542,0.22724361363404325,-2.376864133333356,3.075825933333325,-1.0,6.0,-1.0
CPI,ridge,PRICE+VOLRISK,rolling5y,0.0,39,0.609375,-0.27347989700854797,-4.644556342325963,0.15384615384615385,0.2442467638888767,-0.3676120171717161,0.12080264096618624,-10.66571598333337,10.665715983333369,-1.0,9.0,-1.0
CPI,ridge,PRICE+VOLRISK,rolling5y,0.1,25,0.390625,-0.20922911066666836,-3.0264060642139925,0.2,0.2798666649999859,-0.3315030545833319,0.211058888546104,-5.230727766666709,5.595898850000026,-1.0,7.0,-0.9023409166666738
CPI,ridge,PRICE+VOLRISK,rolling5y,0.2,12,0.1875,-0.21669302361112208,-2.19881543988698,0.16666666666666666,0.3494808999999843,-0.32992780833334334,0.21185295156865674,-2.600316283333465,2.9654873666667827,-0.8046818333333476,8.0,-0.8046818333333476
CPI,ridge,PRICE+VOLRISK,rolling5y,0.3,7,0.109375,-0.19531844404761636,-1.150091776354419,0.2857142857142857,0.3494808999999843,-0.4132381816666566,0.3382851977428331,-1.3672291083333146,2.066190908333283,-0.8046818333333476,5.0,-0.8046818333333476
CPI,ridge,PRICE+VOLRISK,decay3y,0.0,40,0.625,-0.20740916166666828,-3.3585120992464677,0.25,0.24355235500000466,-0.3577296672222259,0.22694264907836778,-8.296366466666731,8.661537550000048,-1.0,8.0,-1.0
CPI,ridge,PRICE+VOLRISK,decay3y,0.1,19,0.296875,-0.241223268421053,-3.079658428490401,0.15789473684210525,0.26109198888888036,-0.3354073791666655,0.14595608492065767,-4.583242100000007,4.948413183333325,-1.0,9.0,-1.0
CPI,ridge,PRICE+VOLRISK,decay3y,0.2,12,0.1875,-0.27527253958333453,-2.271184093945722,0.25,0.26109198888888036,-0.4540607157407395,0.19167186225520785,-3.3032704750000144,3.6684415583333316,-1.0,4.0,-1.0
CPI,ridge,PRICE+VOLRISK,decay3y,0.3,7,0.109375,-0.1899312488095196,-1.1208070211878354,0.2857142857142857,0.3494808999999843,-0.40569610833332115,0.3445740718940786,-1.3295187416666372,2.028480541666606,-0.8046818333333476,5.0,-0.8046818333333476
CPI,ridge,PRICE+CONSENSUS,expanding,0.0,37,0.578125,-0.21822521081081533,-3.6025301275433264,0.21621621621621623,0.24811291770833088,-0.34687021178161437,0.19732147786499307,-8.074332800000168,8.28561615000016,-1.0,6.0,-1.0
CPI,ridge,PRICE+CONSENSUS,expanding,0.1,23,0.359375,-0.21690271231885166,-2.80777457660633,0.21739130434782608,0.22473728833332038,-0.3395804902777884,0.18383572179298643,-4.988762383333588,5.3539334666669065,-1.0,6.0,-1.0
CPI,ridge,PRICE+CONSENSUS,expanding,0.2,16,0.25,-0.26643044687500844,-2.516967817057476,0.1875,0.31935011388888296,-0.40161057628206037,0.1835015920408561,-4.262887150000135,4.628058233333453,-1.0,6.0,-1.0
CPI,ridge,PRICE+CONSENSUS,expanding,0.3,10,0.15625,-0.16416189416667068,-1.3283283874204495,0.2,0.4516265999999973,-0.31810901770833766,0.3549306800963412,-1.6416189416667069,2.0067900250000243,-0.8046818333333476,4.0,-0.8046818333333476
CPI,ridge,PRICE+CONSENSUS,rolling5y,0.0,41,0.640625,-0.22457056056910413,-3.741941111455472,0.21951219512195122,0.26243595092592353,-0.36154114192708064,0.2041541131515339,-9.20739298333327,9.418676333333261,-1.0,9.0,-1.0
CPI,ridge,PRICE+CONSENSUS,rolling5y,0.1,25,0.390625,-0.2955256590000075,-3.40793712192019,0.2,0.2830460966666578,-0.44016859791667373,0.16076004626768034,-7.388141475000188,7.753312558333506,-1.0,6.0,-1.0
CPI,ridge,PRICE+CONSENSUS,rolling5y,0.2,13,0.203125,-0.35229521987179613,-2.3568228720120263,0.23076923076923078,0.41123240833332547,-0.5813535083333325,0.2122111946200912,-4.57983785833335,5.275452966666649,-1.0,5.0,-1.0
